Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days
99243,TNU 43,THANE,NERUL,Saturday
99248,TNU50,NERUL,THANE,Saturday
99400,TV2,VASHI,THANE,Saturday
99403,TV 3,THANE,VASHI,Saturday
99406,TV8,VASHI,THANE,Saturday
99413,TV 13,THANE,VASHI,Saturday
99420,TV22,VASHI,THANE,Saturday
99422,TV24,VASHI,THANE,Saturday
99431,TV 31,THANE,VASHI,Saturday
99435,TV 35,THANE,VASHI,Saturday
99446,TV48,VASHI,THANE,Saturday
99447,TV 47,THANE,VASHI,Saturday
99458,TV60,VASHI,THANE,Saturday
99462,TV64,VASHI,THANE,Saturday
99472,TV74,VASHI,THANE,Saturday
99479,TV 79,THANE,VASHI,Saturday
99481,TV 81,THANE,VASHI,Saturday
99500,TV102,VASHI,THANE,Saturday
99501,TV 101,THANE,VASHI,Saturday
99806,PUNE-LNL EMU,PUNE JN.,LONAVLA,Saturday
99816,PUNE-LNL EMU,PUNE JN.,LONAVLA,Saturday
99818,PUNE-LNL,PUNE JN.,LONAVLA,Saturday
99826,PUNE-LNL EMU,PUNE JN.,LONAVLA,Saturday
99832,PUNE-LNL EMU,SHIVAJINAGAR,LONAVLA,Saturday
99836,PUNE-TGN EMU,PUNE JN.,LONAVLA,Saturday
